Feature,CSM5MCX3,HSM7J4HS,PSM7J1AU,HSM6XRTM,MSM6J2LL,MSM6J2Q3,CSM67UBH,ESM5MEBG
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Orbales;f_Orbaceae;g_Gilliamella;s_Unclassified Gilliamella,0,0,0,0,0,0,28,0
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Megasphaera;s_Unclassified Megasphaera,0,35,0,29,0,0,28,2
k_Viruses;p_Kitrinoviricota;c_Alsuviricetes;o_Martellivirales;f_Virgaviridae;g_Tobamovirus;s_Hot pepper mosaic virus,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Candidatus Borkfalkiales;f_Candidatus Borkfalkiaceae;g_Candidatus Borkfalkia;s_Candidatus Borkfalkia ceftriaxoniphila,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Asterales;f_Asteraceae;g_Helianthus;s_Unclassified Helianthus,0,0,0,0,62,8,2,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus champanellensis,10,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Subdoligranulum;s_Subdoligranulum sp.,68,14,0,18,48,0,0,114
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Butyricicoccus;s_Butyricicoccus sp. BIOML-A1,0,4,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus suis,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Butyricicoccus;s_Butyricicoccus pullicaecorum,0,0,0,0,16,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AF36-18BH,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium sp. 45_250,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Malvales;f_Malvaceae;g_Gossypium;s_Gossypium tomentosum,0,0,0,0,20,0,8,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Plesiomonas (no family in NCBI);g_Plesiomonas;s_Unclassified Plesiomonas,0,0,0,0,0,0,7,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas sp. 31_2,0,32,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp.,12,224,82,46,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Peptostreptococcaceae bacterium (no genus in NCBI);s_Peptostreptococcaceae bacterium,0,0,0,0,0,6,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella;s_Klebsiella pneumoniae,0,0,0,645,2,17,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridioides;s_Unclassified Clostridioides,11,3457,66,37,0,0,0,27
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. L2-50,0,0,0,0,2,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium neonatale,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium phoceensis,12,0,0,0,0,12,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridiaceae bacterium TF01-6 (no genus in NCBI);s_Clostridiaceae bacterium TF01-6,0,104,0,8,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcaceae bacterium AF10-16 (no genus in NCBI);s_Ruminococcaceae bacterium AF10-16,24,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae;g_Proteus;s_Proteus mirabilis,0,0,0,0,6,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. 1_1_30,0,18,0,0,0,0,86,4
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp. OF02-6,0,0,0,0,0,0,0,30
k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium;s_Fusobacterium ulcerans,0,0,0,0,0,0,0,0
k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Unclassified Fusobacteriales;g_Unclassified Fusobacteriales;s_Unclassified Fusobacteriales,0,0,0,10,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. 4_3_47FAA,83,57,0,0,0,4,0,51
k_Viruses;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Unclassified Durnavirales;g_Unclassified Durnavirales;s_Unclassified Durnavirales,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Evtepia (no family in NCBI);g_Evtepia;s_Evtepia gabavorous,0,0,0,0,0,8,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Flavonifractor;s_Flavonifractor sp. An100,0,0,0,0,0,0,0,0
k_Eukaryota;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae,0,0,0,36,8,95,0,34
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerostipes;s_Anaerostipes caccae,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Agathobaculum;s_Agathobaculum butyriciproducens,0,0,0,0,0,2,0,4
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales Family XIII. Incertae Sedis;g_Emergencia;s_Unclassified Emergencia,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Lactococcus;s_Unclassified Lactococcus,62,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia sp. OF03-24,96,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Unclassified Proteobacteria;o_Unclassified Proteobacteria;f_Unclassified Proteobacteria;g_Unclassified Proteobacteria;s_Unclassified Proteobacteria,76,12,0,36,0,0,5116,472
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Brassicales;f_Brassicaceae;g_Brassica;s_Brassica cretica,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Tissierellia;o_Unclassified Tissierellia;f_Unclassified Tissierellia;g_Unclassified Tissierellia;s_Unclassified Tissierellia,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerobutyricum;s_Unclassified Anaerobutyricum,1391,2672,243,2624,50,173,6,223
k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_Polyangiaceae;g_Sorangium;s_Unclassified Sorangium,0,0,0,0,0,0,16,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides sp. 20_3,0,0,0,30,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. AM54-2NS,0,0,0,0,0,0,18,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Salmonella;s_Unclassified Salmonella,2,12,38,0,365,13,2,54
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Aeromonadales;f_Succinivibrionaceae;g_Succinatimonas;s_Unclassified Succinatimonas,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia sp. MUC/MUC-530-WT-4D,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Candidatus Avimicrobium (no order in NCBI);f_Candidatus Avimicrobium (no family in NCBI);g_Candidatus Avimicrobium;s_Candidatus Avimicrobium caecorum,0,0,0,0,6,0,0,148
k_Viruses;p_Kitrinoviricota;c_Alsuviricetes;o_Martellivirales;f_Mayoviridae;g_Idaeovirus;s_Raspberry bushy dwarf virus,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Candidatus Pseudoscilispira (no order in NCBI);f_Candidatus Pseudoscilispira (no family in NCBI);g_Candidatus Pseudoscilispira;s_Candidatus Pseudoscilispira falkowii,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes finegoldii,12,251,0,1,0,345,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Zingiberales;f_Musaceae;g_Unclassified Musaceae;s_Unclassified Musaceae,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Shigella;s_Shigella sonnei,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Eisenbergiella;s_Eisenbergiella tayi,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Pseudoflavonifractor;s_Unclassified Pseudoflavonifractor,6,16,0,8,457,100,4,2
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium sp. LMG 31471,0,0,4,8,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp. AM41-2AC,0,6,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Sellimonas;s_Sellimonas intestinalis,0,774,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Fagales;f_Myricaceae;g_Morella;s_Morella rubra,0,0,0,0,7,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnospiraceae bacterium OF11-28 (no genus in NCBI);s_Lachnospiraceae bacterium OF11-28,0,574,8,12,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae;g_Proteus;s_Proteus penneri,0,0,0,0,930,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella intermedia,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Phocaeicola (no family in NCBI);g_Phocaeicola;s_Phocaeicola dorei,12097,9055,1554,50015,0,244,472,531
k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Unclassified Bacillus,0,0,0,6,0,0,0,0
k_Eukaryota;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces pastorianus,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Candidatus Metalachnospira (no order in NCBI);f_Candidatus Metalachnospira (no family in NCBI);g_Candidatus Metalachnospira;s_Unclassified Candidatus Metalachnospira,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. 1001271st1 H5,0,0,0,0,10,0,6,0
k_Unclassified;p_Unclassified;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified,818375,1435895,140388,3488131,4263728,896640,380859,2180495
k_Bacteria;p_Firmicutes;c_Clostridia;o_Candidatus Pararuminococcus (no order in NCBI);f_Candidatus Pararuminococcus (no family in NCBI);g_Candidatus Pararuminococcus;s_Candidatus Pararuminococcus gallinarum,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Eisenbergiella;s_Unclassified Eisenbergiella,28,148,29,173,129,857,2,210
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,9060,3064,12845,23656,12,10709,3761,21875
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia hansenii,0,606,0,0,0,258,0,0
k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Leptotrichiaceae;g_Unclassified Leptotrichiaceae;s_Unclassified Leptotrichiaceae,0,6,6,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Unclassified Sphingobacteriales;g_Unclassified Sphingobacteriales;s_Unclassified Sphingobacteriales,44,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp.,760,63,4,38,10,93,0,48
k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Bilophila;s_Bilophila sp. 4_1_30,4,0,0,494,4,360,0,1832
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Unclassified Lactobacillales;g_Unclassified Lactobacillales;s_Unclassified Lactobacillales,177,65,10,26,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Unclassified Bacteroidales;g_Unclassified Bacteroidales;s_Unclassified Bacteroidales,285572,194328,58254,241608,254,45738,237390,187139
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium botulinum,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Shigella;s_Unclassified Shigella,0,0,6,0,918,2272,18,22
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Subdoligranulum;s_Subdoligranulum variabile,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Bilophila;s_Unclassified Bilophila,389,2,0,12424,44,26966,0,22090
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Intestinimonas (no family in NCBI);g_Intestinimonas;s_Unclassified Intestinimonas,0,22,0,0,0,62,0,0
k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Pseudodesulfovibrio;s_Unclassified Pseudodesulfovibrio,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;s_Enterobacter hormaechei,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia schinkii,22,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Unclassified Bacteroidaceae;s_Unclassified Bacteroidaceae,198445,92724,27102,179605,94,23087,77144,119332
k_Bacteria;p_Verrucomicrobia;c_Opitutae;o_Opitutales;f_Unclassified Opitutales;g_Unclassified Opitutales;s_Unclassified Opitutales,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Solanales;f_Solanaceae;g_Capsicum;s_Capsicum baccatum,0,0,0,0,18,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,700,0,10,40,6,22,0,82
k_Bacteria;p_Firmicutes;c_Firmicutes bacterium (no class in NCBI);o_Firmicutes bacterium (no order in NCBI);f_Firmicutes bacterium (no family in NCBI);g_Firmicutes bacterium (no genus in NCBI);s_Firmicutes bacterium,0,0,0,0,0,0,10,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. 9_1_42FAA,0,0,23,0,0,0,48,1409
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruthenibacterium;s_Unclassified Ruthenibacterium,2,6,0,2,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AM30-24,20,0,0,68,0,30,0,10
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;g_Pigmentiphaga;s_Unclassified Pigmentiphaga,0,0,0,0,0,0,15,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacteriaceae bacterium CHKCI004 (no genus in NCBI);s_Eubacteriaceae bacterium CHKCI004,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella;s_Klebsiella variicola,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter;s_Campylobacter jejuni,0,4,0,0,0,396,0,74
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Unclassified Romboutsia,1217,6,0,483,78,84,0,178
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter;s_Citrobacter amalonaticus,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcaceae bacterium (no genus in NCBI);s_Ruminococcaceae bacterium,1227,144,881,17816,171,214,352,1398
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella oris,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Muribaculaceae;g_Muribaculum;s_Unclassified Muribaculum,0,0,0,18,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. AM23-18,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Cucurbitales;f_Cucurbitaceae;g_Cucumis;s_Cucumis sativus,0,0,0,0,0,0,624,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. C5-48,2,59,6,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Unclassified Neisseriales;g_Unclassified Neisseriales;s_Unclassified Neisseriales,0,0,0,0,0,0,0,0
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Adlercreutzia;s_Adlercreutzia sp. 8CFCBH1,0,0,0,0,126,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Asterales;f_Asteraceae;g_Unclassified Asteraceae;s_Unclassified Asteraceae,0,0,0,0,0,0,11,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Limosilactobacillus;s_Limosilactobacillus fermentum,8,0,0,12,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus helveticus,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Candidatus Endolissoclinum;s_Unclassified Candidatus Endolissoclinum,6,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Subdoligranulum;s_Subdoligranulum sp. AM23-21AC,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Holdemania;s_Holdemania filiformis,136,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Acetatifactor;s_Unclassified Acetatifactor,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Unclassified Alistipes,31961,106259,46,36147,184,41016,779,262
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides eggerthii,919,11,356,44,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Acetobacteraceae;g_Acetobacter;s_Acetobacter sp. 46_36,1075,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. AF25-12LB,0,8,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Poales;f_Poaceae;g_Digitaria;s_Digitaria exilis,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium;s_Unclassified Sphingobacterium,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnospiraceae bacterium MD1 (no genus in NCBI);s_Lachnospiraceae bacterium MD1,4,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,3791,387,2313,25922,18,596,26174,215
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidales bacterium 43_8 (no family in NCBI);g_Bacteroidales bacterium 43_8 (no genus in NCBI);s_Bacteroidales bacterium 43_8,35,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Butyricimonas;s_Butyricimonas faecalis,12,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Weeksellaceae;g_Riemerella;s_Riemerella anatipestifer,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Sutterellaceae;g_Sutterella;s_Unclassified Sutterella,2262,712,48,170,4,3818,60677,92
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Subdoligranulum;s_Subdoligranulum sp. AM16-9,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Holdemania;s_Holdemania massiliensis,8,24,0,2,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium perfringens,0,0,0,0,0,0,0,111
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. BIOML-A1,0,12,0,22,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella pectinovora,159,526,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Rosales;f_Rosaceae;g_Rosa;s_Unclassified Rosa,22,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Intestinimonas (no family in NCBI);g_Intestinimonas;s_Intestinimonas timonensis,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Poales;f_Poaceae;g_Triticum;s_Triticum aestivum,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella sp. F0091,0,0,26,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Dialister;s_Unclassified Dialister,0,0,0,410,0,0,530,564
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Oribacterium;s_Oribacterium sp.,0,0,40,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lacticaseibacillus;s_Lacticaseibacillus paracasei,0,0,0,0,46,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Parageobacillus;s_Unclassified Parageobacillus,4,0,0,22,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;s_Unclassified Enterobacter,0,0,0,0,44,28,0,50
k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriales bacterium (no family in NCBI);g_Flavobacteriales bacterium (no genus in NCBI);s_Flavobacteriales bacterium,0,16,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Unclassified Lactobacillaceae;s_Unclassified Lactobacillaceae,0,30,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Flammeovirgaceae;g_Unclassified Flammeovirgaceae;s_Unclassified Flammeovirgaceae,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Candidatus Gallimonas (no order in NCBI);f_Candidatus Gallimonas (no family in NCBI);g_Candidatus Gallimonas;s_Unclassified Candidatus Gallimonas,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pectobacteriaceae;g_Dickeya;s_Unclassified Dickeya,4,2,0,0,0,0,0,0
